emp_no,dept_no,from_date,to_date
31615,d002,1988-10-01,1989-12-04
31615,d003,1985-12-26,1988-10-01
31616,d004,1996-09-10,9999-01-01
31617,d001,1987-02-04,1988-04-10
31618,d005,1999-01-03,9999-01-01
31619,d004,1989-01-28,9999-01-01
31620,d005,1986-12-24,2000-03-09
31621,d007,1990-09-27,9999-01-01
31622,d001,2000-01-26,9999-01-01
31623,d001,1997-07-28,9999-01-01
31623,d003,1994-09-29,1997-07-28
31624,d007,1992-03-27,9999-01-01
31625,d005,1997-05-27,9999-01-01
31626,d007,1995-12-29,9999-01-01
31627,d004,1990-07-25,9999-01-01
31628,d004,1989-06-26,2001-11-22
31629,d004,1986-07-28,1996-04-26
31630,d005,1985-07-27,9999-01-01
31631,d008,1987-06-06,9999-01-01
31632,d005,1995-11-11,9999-01-01
31633,d004,1991-02-21,1994-07-21
31633,d006,1994-07-21,9999-01-01
31634,d005,1988-04-04,9999-01-01
31635,d002,1991-03-01,9999-01-01
31636,d005,1986-09-02,9999-01-01
31637,d006,1995-06-05,9999-01-01
31638,d004,1999-05-07,2002-01-05
31639,d007,1995-04-02,9999-01-01
31640,d005,2000-01-17,9999-01-01
31641,d005,1987-03-01,9999-01-01
31642,d004,1992-04-12,9999-01-01
31642,d008,1985-03-31,1992-04-12
31643,d005,1994-04-15,1999-02-14
31644,d004,1998-05-23,9999-01-01
31645,d004,1992-11-02,9999-01-01
31646,d009,1992-03-03,9999-01-01
31647,d002,1997-03-14,1998-05-31
31648,d003,1990-03-24,9999-01-01
31649,d004,1991-11-25,9999-01-01
31650,d007,1986-06-05,1999-06-07
31650,d009,1999-06-07,9999-01-01
31651,d007,1996-01-03,9999-01-01
31652,d005,1991-02-04,9999-01-01
31653,d001,1991-09-03,9999-01-01
31654,d005,1993-03-07,9999-01-01
31655,d004,1985-09-07,9999-01-01
31656,d008,1993-06-29,1995-12-11
31657,d004,1991-07-12,9999-01-01
31658,d004,1988-05-01,9999-01-01
31659,d004,1997-10-10,9999-01-01
31660,d003,1988-06-21,9999-01-01
31661,d007,1991-04-28,1991-10-07
31661,d009,1991-10-07,9999-01-01
31662,d005,1994-08-13,9999-01-01
31663,d009,1990-05-18,1992-05-01
31664,d009,1985-11-03,1990-03-01
31665,d007,1986-03-17,9999-01-01
31666,d005,1993-08-27,9999-01-01
31667,d006,1989-08-28,9999-01-01
31668,d007,1990-05-06,9999-01-01
31669,d004,1996-09-14,2002-07-11
31669,d006,2002-07-11,9999-01-01
31670,d005,1994-12-09,9999-01-01
31671,d008,1988-04-07,9999-01-01
31672,d006,1993-03-30,2000-01-19
31673,d004,1995-04-12,9999-01-01
31674,d008,1991-02-07,9999-01-01
31675,d004,1998-11-16,9999-01-01
31676,d007,1992-01-04,9999-01-01
31677,d006,1992-10-31,1995-01-03
31678,d001,1991-01-19,1998-02-12
31678,d009,1998-02-12,9999-01-01
31679,d001,1991-08-16,9999-01-01
31680,d002,1990-09-24,9999-01-01
31681,d006,1996-02-08,9999-01-01
31682,d005,1998-07-20,9999-01-01
31683,d004,1987-05-06,1994-05-08
31684,d005,1994-12-10,9999-01-01
31685,d004,1989-07-14,1993-03-26
31686,d005,1998-12-23,9999-01-01
31687,d007,1994-06-05,9999-01-01
31688,d005,1987-03-08,9999-01-01
31689,d004,1988-07-27,9999-01-01
31689,d005,1987-12-23,1988-07-27
31690,d007,1995-10-18,9999-01-01
31691,d005,1985-07-05,9999-01-01
31692,d001,1993-08-17,9999-01-01
31693,d004,1999-08-03,9999-01-01
31694,d001,1991-03-04,2000-10-07
31695,d005,1986-06-03,9999-01-01
31696,d004,1997-07-11,9999-01-01
31697,d004,1986-04-08,9999-01-01
31698,d001,1999-05-17,2001-05-11
31698,d007,1996-11-19,1999-05-17
31699,d004,1998-08-21,9999-01-01
31700,d007,1986-12-12,9999-01-01
31701,d005,1997-05-17,2001-11-24
31702,d007,1987-04-24,9999-01-01
31703,d001,1992-10-31,9999-01-01
31704,d004,1997-08-18,9999-01-01
31705,d007,1995-10-07,9999-01-01
31706,d007,1990-10-19,9999-01-01
31707,d004,1990-05-29,1999-10-23
31707,d009,1999-10-23,9999-01-01
31708,d004,1991-04-27,1994-11-05
31709,d005,1998-10-25,9999-01-01
31710,d004,1999-04-04,9999-01-01
31711,d007,1996-06-25,9999-01-01
31712,d007,1990-12-13,9999-01-01
31713,d005,1985-11-03,1994-08-21
31714,d004,1993-01-14,9999-01-01
31715,d007,1997-05-24,2001-06-08
31716,d009,1991-08-03,9999-01-01
31717,d004,2001-01-06,9999-01-01
31717,d005,1987-02-14,2001-01-06
31718,d005,1999-08-02,2001-03-24
31719,d007,1992-10-03,9999-01-01
31720,d004,1989-10-15,9999-01-01
31721,d004,1998-11-21,9999-01-01
31722,d007,1989-05-11,9999-01-01
31723,d005,1996-11-10,2000-11-16
31724,d003,1994-04-21,9999-01-01
31725,d004,1997-09-21,2001-08-13
31725,d009,2001-08-13,9999-01-01
31726,d004,1996-10-04,9999-01-01
31727,d005,1996-09-20,9999-01-01
31728,d007,1987-10-05,9999-01-01
31729,d005,1987-03-26,9999-01-01
31730,d008,1991-08-24,1993-11-11
31731,d004,1993-11-30,9999-01-01
31732,d005,1991-12-05,9999-01-01
31733,d004,1989-05-15,1990-08-16
31733,d006,1990-08-16,9999-01-01
31734,d004,1988-12-11,9999-01-01
31735,d004,1990-04-25,1996-10-10
31736,d004,1988-10-04,1994-12-29
31737,d005,1997-05-17,9999-01-01
31738,d004,1994-10-12,9999-01-01
31739,d006,1987-12-08,9999-01-01
31740,d003,1995-02-12,9999-01-01
31741,d009,1987-03-24,9999-01-01
31742,d001,1998-08-29,9999-01-01
31742,d007,1992-01-05,1998-08-29
31743,d007,1996-05-21,9999-01-01
31744,d004,1996-07-20,1997-09-02
31745,d004,1989-05-01,9999-01-01
31746,d004,1986-12-07,9999-01-01
31747,d005,1991-11-10,9999-01-01
31748,d005,1994-01-17,9999-01-01
31749,d007,1997-07-07,9999-01-01
31750,d007,1996-03-12,2001-07-16
31750,d009,2001-07-16,9999-01-01
31751,d009,1990-02-03,9999-01-01
31752,d005,1992-10-12,2002-06-11
31753,d005,1992-05-29,9999-01-01
31754,d004,1989-08-03,9999-01-01
31755,d006,1996-09-12,9999-01-01
31756,d004,1998-07-07,9999-01-01
31757,d005,1992-01-06,9999-01-01
31758,d008,1994-07-05,9999-01-01
31759,d005,1991-10-23,9999-01-01
31760,d004,1995-01-01,1995-05-22
31760,d006,1995-05-22,9999-01-01
31761,d005,1997-08-28,1998-12-27
31762,d001,1987-04-30,9999-01-01
31763,d005,1987-05-31,9999-01-01
31764,d007,1995-04-01,9999-01-01
31765,d006,1994-06-01,9999-01-01
31766,d007,1989-10-29,9999-01-01
31767,d006,1999-08-25,9999-01-01
31768,d005,1990-01-27,9999-01-01
31769,d002,1996-01-15,1996-06-19
31769,d003,1995-11-22,1996-01-15
31770,d008,1986-02-16,9999-01-01
31771,d007,1999-12-16,9999-01-01
31772,d009,1994-08-18,9999-01-01
31773,d007,1989-06-05,9999-01-01
31774,d007,1996-04-12,9999-01-01
31775,d001,1993-04-01,1994-05-12
31776,d005,1991-12-22,9999-01-01
31777,d005,1988-12-13,9999-01-01
31778,d004,1996-03-02,9999-01-01
31778,d009,1992-09-16,1996-03-02
31779,d005,1988-03-13,9999-01-01
31780,d007,1997-10-24,2002-02-21
31781,d004,1994-01-30,9999-01-01
31782,d005,1994-05-13,9999-01-01
31783,d004,1989-05-08,9999-01-01
31784,d005,1996-11-12,9999-01-01
31785,d007,1985-09-02,9999-01-01
31786,d005,1996-03-01,2001-08-21
31787,d008,1992-12-17,9999-01-01
31788,d005,1988-12-02,9999-01-01
31789,d004,1989-08-14,1999-10-22
31789,d009,1999-10-22,9999-01-01
31790,d004,1997-11-13,9999-01-01
31791,d007,1998-05-23,9999-01-01
31792,d007,1987-01-20,1998-05-08
31793,d006,1997-09-03,9999-01-01
31794,d004,1991-12-13,1998-10-23
31795,d005,1999-06-05,9999-01-01
31796,d005,1985-10-09,9999-01-01
31797,d007,1985-12-13,1988-04-09
31797,d009,1988-04-09,1996-11-01
31798,d005,1989-07-31,9999-01-01
31799,d004,1990-02-14,9999-01-01
31800,d008,1989-01-19,1997-07-18
31801,d006,1993-12-21,9999-01-01
31802,d006,1986-12-07,9999-01-01
31803,d004,1997-08-19,9999-01-01
31804,d001,1991-05-22,9999-01-01
31805,d001,1999-07-17,1999-10-29
31806,d001,1996-05-13,9999-01-01
31807,d007,1994-12-14,1995-08-30
31807,d009,1995-08-30,9999-01-01
31808,d005,1999-12-24,9999-01-01
31809,d003,1986-12-29,1988-02-03
31810,d005,1988-02-07,9999-01-01
31811,d008,1999-10-19,9999-01-01
31812,d004,1992-03-06,9999-01-01
31813,d005,1999-03-21,9999-01-01
31814,d005,1993-01-08,9999-01-01
31815,d005,1991-07-20,9999-01-01
31816,d001,1990-02-09,1990-04-30
31816,d003,1990-01-04,1990-02-09
31817,d002,1991-07-06,9999-01-01
31818,d003,1996-02-16,1996-10-11
31819,d007,1996-10-05,1998-08-08
31820,d005,1987-07-27,9999-01-01
31821,d005,1998-04-02,9999-01-01
31822,d004,1988-01-28,9999-01-01
31823,d005,1999-11-24,9999-01-01
31824,d007,1997-06-26,9999-01-01
31825,d007,1991-08-20,1998-03-24
31826,d002,1998-11-06,2001-04-27
31826,d007,2001-04-27,9999-01-01
31827,d007,1989-08-28,9999-01-01
31828,d007,1994-06-17,9999-01-01
31829,d005,1994-09-21,9999-01-01
31830,d007,1988-05-22,9999-01-01
31831,d007,1992-11-02,9999-01-01
31832,d005,1992-01-30,1996-05-19
31833,d004,1994-10-06,9999-01-01
31834,d004,1993-06-01,1995-08-14
31834,d006,1995-08-14,9999-01-01
31835,d005,1996-09-24,1999-10-31
31836,d007,1988-10-25,9999-01-01
31837,d005,1991-01-01,9999-01-01
31838,d004,1993-03-29,9999-01-01
31839,d007,1992-10-17,9999-01-01
31840,d003,1995-01-04,9999-01-01
31841,d007,1985-03-22,9999-01-01
31842,d009,1994-08-26,9999-01-01
31843,d005,1998-11-13,1999-03-18
31844,d004,1990-03-31,1999-08-18
31844,d009,1999-08-18,9999-01-01
31845,d004,1996-11-17,9999-01-01
31846,d001,1992-04-04,9999-01-01
31847,d003,1989-03-08,9999-01-01
31848,d004,1989-03-09,9999-01-01
31849,d004,1998-12-15,9999-01-01
31850,d004,1990-11-08,1998-02-14
31851,d005,1986-03-18,9999-01-01
31852,d008,1989-05-09,9999-01-01
31853,d005,1999-08-25,9999-01-01
31854,d001,1990-05-16,9999-01-01
31855,d002,1990-10-12,1998-07-21
31855,d003,1998-07-21,9999-01-01
31856,d005,1995-11-11,9999-01-01
31857,d004,1989-07-10,9999-01-01
31858,d002,1992-02-08,9999-01-01
31859,d007,1986-12-22,1991-08-10
31860,d005,1991-04-08,9999-01-01
31861,d004,1993-03-11,9999-01-01
31862,d005,1996-08-21,9999-01-01
31863,d007,1990-12-18,9999-01-01
31864,d005,1993-12-30,9999-01-01
31864,d006,1993-02-08,1993-12-30
31865,d005,1999-03-23,9999-01-01
31866,d005,1989-10-22,9999-01-01
31867,d009,1993-05-09,1998-02-28
31868,d005,1987-08-07,9999-01-01
31869,d008,1996-11-15,9999-01-01
31870,d002,1992-08-26,9999-01-01
31871,d007,1987-08-25,9999-01-01
31872,d008,1985-03-26,9999-01-01
31873,d002,1998-02-21,1999-01-26
31873,d003,1999-01-26,2000-11-07
31874,d005,1995-01-08,9999-01-01
31875,d004,1988-01-27,9999-01-01
31876,d002,1987-09-29,9999-01-01
31877,d006,1998-10-21,9999-01-01
31878,d007,1989-11-10,9999-01-01
31879,d003,1993-05-03,9999-01-01
31880,d005,1995-11-28,9999-01-01
31881,d002,1987-06-10,1996-01-21
31882,d005,1996-10-26,1997-03-02
31882,d008,1997-03-02,2002-01-22
31883,d009,1994-01-01,9999-01-01
31884,d005,1989-04-09,9999-01-01
31885,d001,1986-09-23,9999-01-01
31886,d001,1988-12-18,9999-01-01
31887,d005,1989-07-26,9999-01-01
31888,d004,1986-09-01,9999-01-01
31889,d003,1992-02-17,9999-01-01
31890,d007,1985-09-22,1999-05-26
31890,d009,1999-05-26,9999-01-01
31891,d007,1997-12-09,2000-05-04
31892,d001,1995-10-30,9999-01-01
31893,d005,1993-08-21,1994-09-16
31894,d001,1988-04-28,9999-01-01
31895,d005,1993-09-16,9999-01-01
31896,d009,1991-01-08,9999-01-01
31897,d005,1992-03-31,9999-01-01
31898,d007,1995-12-15,9999-01-01
31899,d005,1993-05-17,9999-01-01
31900,d005,1999-10-13,1999-12-26
31901,d002,1998-12-05,1999-01-28
31901,d003,1999-01-28,9999-01-01
31902,d009,1996-12-15,9999-01-01
31903,d005,1989-11-25,9999-01-01
31904,d006,1993-05-18,9999-01-01
31905,d002,1995-01-19,9999-01-01
31906,d003,1989-01-19,9999-01-01
31907,d004,1985-12-06,9999-01-01
31908,d004,1985-07-24,2001-10-10
31909,d004,2000-10-30,9999-01-01
31909,d005,1994-07-19,2000-10-30
31910,d003,1996-07-27,9999-01-01
31911,d005,1989-07-19,9999-01-01
31912,d008,1985-06-23,1989-09-18
31913,d004,1989-10-07,9999-01-01
31914,d004,1990-02-05,9999-01-01
31915,d005,1988-10-03,9999-01-01
31916,d002,1998-05-22,2002-01-28
31917,d004,1989-07-21,9999-01-01
31918,d006,1995-10-01,9999-01-01
31919,d007,1995-09-03,1997-05-19
31919,d009,1997-05-19,2000-03-08
31920,d006,1992-01-08,9999-01-01
31921,d005,1994-12-15,9999-01-01
31922,d004,1991-08-03,9999-01-01
31923,d005,1994-01-27,9999-01-01
31924,d004,1996-11-11,9999-01-01
31925,d008,2000-01-25,9999-01-01
31926,d007,1993-03-14,2001-08-20
31927,d004,1994-02-01,1998-07-24
31928,d007,1995-10-15,9999-01-01
31929,d004,1992-06-29,1994-03-15
31929,d009,1994-03-15,9999-01-01
31930,d007,1998-09-18,9999-01-01
31931,d002,1985-09-02,9999-01-01
31932,d004,1991-08-20,9999-01-01
31933,d004,1985-06-13,9999-01-01
31934,d002,1985-09-13,9999-01-01
31935,d008,1993-02-14,1999-12-13
31936,d005,1996-04-25,9999-01-01
31937,d008,1995-10-25,9999-01-01
31938,d005,1993-07-31,2000-03-23
31938,d008,2000-03-23,9999-01-01
31939,d008,1985-12-21,9999-01-01
31940,d006,1986-01-19,1990-11-30
31941,d004,1995-03-18,9999-01-01
31942,d004,1995-02-17,9999-01-01
31943,d005,1987-05-31,9999-01-01
31944,d007,1989-12-29,9999-01-01
31945,d007,1993-11-10,9999-01-01
31946,d008,1989-08-06,9999-01-01
31947,d003,2000-01-30,2002-01-03
31948,d004,1988-07-28,1997-08-21
31948,d009,1997-08-21,9999-01-01
31949,d006,2000-01-09,9999-01-01
31950,d005,1987-10-09,9999-01-01
31951,d007,1994-12-06,9999-01-01
31952,d001,1993-02-15,9999-01-01
31953,d004,1995-11-13,9999-01-01
31954,d001,1991-02-13,1993-10-08
31955,d005,1992-11-18,9999-01-01
31956,d001,1995-05-13,9999-01-01
31957,d005,1993-10-26,9999-01-01
31958,d007,1997-09-10,9999-01-01
31959,d004,2001-07-26,9999-01-01
31959,d005,1990-05-19,2001-07-26
31960,d004,1993-05-05,1997-06-29
31961,d003,1986-01-01,9999-01-01
31962,d005,1992-01-20,1995-11-23
31963,d007,1994-01-20,9999-01-01
31964,d004,1995-04-02,9999-01-01
31965,d002,1997-10-21,9999-01-01
31966,d009,1989-12-22,9999-01-01
31967,d003,1996-07-02,9999-01-01
31968,d004,1988-05-20,9999-01-01
31969,d007,1990-05-30,9999-01-01
31970,d004,1985-12-25,1988-05-24
31970,d009,1988-05-24,9999-01-01
31971,d009,1994-08-14,1998-02-28
31972,d005,1993-01-21,1994-01-10
31973,d004,1990-12-20,9999-01-01
31974,d005,1993-01-22,9999-01-01
31975,d009,1998-12-16,9999-01-01
31976,d005,1990-02-18,9999-01-01
31977,d006,1998-03-16,9999-01-01
31978,d005,1994-01-25,2002-02-03
31978,d008,2002-02-03,9999-01-01
31979,d004,1992-06-05,1997-01-28
31980,d004,1990-12-26,1993-02-24
31981,d005,1990-04-26,9999-01-01
31982,d004,1998-06-09,9999-01-01
31983,d005,1998-12-02,9999-01-01
31984,d004,1995-06-19,9999-01-01
31985,d004,1991-07-08,9999-01-01
31986,d002,1985-09-25,1997-02-09
31986,d003,1997-02-09,9999-01-01
31987,d007,1992-08-16,1998-12-09
31988,d005,1991-06-28,9999-01-01
31989,d001,1997-12-15,9999-01-01
31990,d001,1999-07-16,9999-01-01
31991,d004,1996-05-23,9999-01-01
31992,d004,1989-03-22,9999-01-01
31993,d006,1998-07-11,9999-01-01
31994,d004,1990-12-08,9999-01-01
31995,d003,1997-12-30,2000-05-03
31996,d005,1998-11-27,1999-06-09
31997,d007,1985-10-10,1994-07-25
31997,d009,1994-07-25,9999-01-01
31998,d009,1990-07-04,9999-01-01
31999,d008,1986-01-04,9999-01-01
32000,d001,1988-06-12,9999-01-01
32001,d007,1997-03-14,9999-01-01
32002,d005,1986-07-03,9999-01-01
32003,d004,1997-11-04,9999-01-01
32004,d006,1985-09-25,9999-01-01
32005,d002,1987-04-24,1999-01-16
32005,d007,1999-01-16,2002-02-09
32006,d004,1989-03-05,9999-01-01
32007,d007,1990-10-08,9999-01-01
32008,d005,1990-08-27,9999-01-01
32009,d007,1996-02-06,9999-01-01
32010,d004,1997-11-03,9999-01-01
32011,d006,1997-08-29,9999-01-01
32012,d005,1988-04-17,2000-02-12
32013,d007,1995-01-27,2002-02-27
32013,d009,2002-02-27,9999-01-01
32014,d005,1987-06-30,9999-01-01
32015,d002,1997-12-30,9999-01-01
32016,d004,1992-10-02,9999-01-01
32017,d004,1992-06-29,9999-01-01
32018,d004,1991-01-05,9999-01-01
32019,d007,1985-10-28,9999-01-01
32020,d009,1990-04-02,1990-11-22
32021,d005,1995-05-24,9999-01-01
32022,d005,1991-03-17,9999-01-01
32023,d005,1995-06-10,9999-01-01
32024,d004,1998-11-24,1999-05-20
32024,d006,1995-12-18,1998-11-24
32025,d006,1991-08-23,9999-01-01
32026,d001,1988-12-08,9999-01-01
32027,d007,1992-02-03,9999-01-01
32028,d005,1991-03-03,9999-01-01
32029,d007,1996-08-06,9999-01-01
32030,d004,1999-06-26,9999-01-01
32031,d004,1994-05-01,1994-12-30
32032,d002,1990-09-28,9999-01-01
32033,d005,1989-12-26,9999-01-01
32034,d007,1994-04-18,1994-08-02
32034,d009,1994-08-02,9999-01-01
32035,d008,1991-07-22,9999-01-01
32036,d003,1986-01-22,9999-01-01
32037,d005,2000-01-17,9999-01-01
32038,d009,1988-11-14,9999-01-01
32039,d009,1989-10-29,1990-07-16
32040,d004,1994-08-23,9999-01-01
32041,d005,1993-08-13,9999-01-01
32042,d005,1995-05-03,9999-01-01
32043,d002,1996-05-23,1996-07-07
32043,d007,1996-07-07,9999-01-01
32044,d001,1990-09-04,1998-06-11
32045,d007,1987-05-06,2000-11-06
32046,d005,1999-09-25,9999-01-01
32047,d005,1993-02-05,9999-01-01
32048,d006,1994-08-22,9999-01-01
32049,d008,1997-04-02,9999-01-01
32050,d005,1989-08-22,2002-04-02
32051,d001,1991-07-24,9999-01-01
32052,d007,1995-12-08,9999-01-01
32053,d004,1985-10-13,9999-01-01
32054,d004,1992-01-13,1998-05-14
32054,d009,1998-05-14,9999-01-01
32055,d005,1988-01-30,9999-01-01
32056,d007,1994-03-25,9999-01-01
32057,d009,1987-08-06,9999-01-01
32058,d005,1994-08-15,1997-07-02
32059,d004,1989-03-31,9999-01-01
32060,d007,1993-09-30,9999-01-01
32061,d005,1992-10-24,9999-01-01
32062,d002,1996-02-29,2002-01-18
32062,d003,2002-01-18,9999-01-01
32063,d004,1999-07-22,2001-05-31
32064,d008,1994-06-10,9999-01-01
32065,d002,1993-10-11,9999-01-01
32066,d007,1987-04-01,9999-01-01
32067,d005,1985-09-28,9999-01-01
32068,d002,1995-02-26,1996-05-31
32069,d009,1994-01-24,9999-01-01
32070,d002,1993-02-26,1995-08-13
32070,d003,1995-08-13,9999-01-01
32071,d004,1998-02-18,9999-01-01
32072,d005,1996-07-23,2002-05-10
32073,d005,1986-04-26,9999-01-01
32074,d007,1989-04-16,9999-01-01
32075,d007,1998-01-24,9999-01-01
32076,d006,1995-07-14,9999-01-01
32077,d008,1998-04-12,9999-01-01
32078,d008,1997-06-15,9999-01-01
32079,d001,1992-08-28,9999-01-01
32079,d007,1986-04-23,1992-08-28
32080,d001,1998-02-24,9999-01-01
32081,d007,1999-10-01,2000-05-20
32082,d005,1993-02-04,9999-01-01
32083,d003,1986-06-19,1994-12-04
32084,d004,1995-04-04,9999-01-01
32085,d003,1986-02-16,9999-01-01
32086,d007,1994-02-18,9999-01-01
32087,d001,1998-08-10,2000-01-07
32088,d007,1987-09-13,9999-01-01
32089,d004,1987-11-23,2000-02-16
32089,d006,2000-02-16,9999-01-01
32090,d005,1996-08-30,9999-01-01
32091,d009,1997-08-24,9999-01-01
32092,d005,1993-02-09,1996-03-11
32093,d005,1988-10-20,1996-06-07
32094,d008,1986-03-16,1996-07-10
32095,d004,1992-08-01,9999-01-01
32096,d009,1991-12-24,9999-01-01
32097,d004,1989-05-05,1998-09-14
32098,d008,1985-07-14,9999-01-01
32099,d004,1997-05-19,2000-05-28
32099,d009,2000-05-28,9999-01-01
32100,d006,1993-04-26,9999-01-01
32101,d006,1990-11-05,9999-01-01
32102,d007,1991-06-04,9999-01-01
32103,d007,1986-02-03,9999-01-01
32104,d009,1993-12-22,9999-01-01
32105,d004,1999-09-27,9999-01-01
32106,d005,1987-10-11,1995-05-23
32107,d006,1989-10-17,9999-01-01
32108,d004,1995-12-23,1997-07-31
32108,d009,1997-07-31,9999-01-01
32109,d005,1985-08-02,1986-05-07
32110,d009,1996-09-11,9999-01-01
32111,d005,1990-02-22,9999-01-01
32112,d004,1992-11-24,9999-01-01
32113,d005,1985-11-18,1988-05-18
32114,d005,1987-01-28,9999-01-01
32115,d007,1989-07-06,9999-01-01
32116,d001,1997-01-12,9999-01-01
32116,d003,1989-04-15,1997-01-12
32117,d001,1990-03-08,9999-01-01
32118,d004,1987-01-22,9999-01-01
32119,d005,1995-04-19,9999-01-01
32120,d002,1986-09-17,9999-01-01
32121,d003,1985-08-29,9999-01-01
32122,d009,1992-09-17,1994-06-06
32123,d003,1986-06-22,9999-01-01
32124,d001,1995-10-29,9999-01-01
32125,d006,1996-02-16,9999-01-01
32126,d004,1989-10-04,9999-01-01
32127,d001,1995-04-27,9999-01-01
32127,d003,1988-04-24,1995-04-27
32128,d002,1991-02-18,9999-01-01
32129,d008,1986-06-27,9999-01-01
32130,d005,1998-12-02,9999-01-01
32131,d005,1987-01-26,2001-06-14
32132,d007,1988-10-24,9999-01-01
32133,d004,1999-09-10,9999-01-01
32134,d005,1987-12-23,9999-01-01
32135,d005,1994-08-05,1995-01-17
32136,d007,1988-02-01,9999-01-01
32137,d004,1999-04-14,9999-01-01
32137,d006,1998-08-16,1999-04-14
32138,d007,1989-12-06,9999-01-01
32139,d005,1993-12-08,9999-01-01
32140,d004,1993-01-26,9999-01-01
32141,d005,1990-09-11,1996-05-06
32142,d003,1997-03-10,9999-01-01
32143,d005,1995-08-14,9999-01-01
32144,d005,2000-01-11,9999-01-01
32145,d002,1993-08-15,1994-03-03
32145,d007,1994-03-03,9999-01-01
32146,d005,1985-09-08,2002-03-07
32147,d005,1985-07-12,9999-01-01
32148,d004,1999-02-15,1999-04-02
32149,d005,1991-07-27,2002-02-05
32150,d007,1986-03-11,9999-01-01
32151,d001,1994-05-21,9999-01-01
32152,d005,1995-08-24,9999-01-01
32153,d005,1996-09-26,9999-01-01
32154,d005,1992-01-10,9999-01-01
32155,d004,1999-08-01,9999-01-01
32155,d006,1990-05-08,1999-08-01
32156,d003,1997-09-07,9999-01-01
32157,d005,1987-08-03,1996-12-01
32158,d005,1988-04-23,9999-01-01
32159,d005,1995-07-27,9999-01-01
32160,d007,1995-11-04,9999-01-01
32161,d007,1996-02-01,1996-07-30
32162,d008,1992-11-02,9999-01-01
32163,d005,1994-06-07,1999-05-05
32164,d007,1995-06-04,9999-01-01
32165,d005,1997-10-05,9999-01-01
32166,d001,1987-04-26,1993-01-21
32166,d009,1993-01-21,9999-01-01
32167,d007,1985-11-25,9999-01-01
32168,d004,1987-12-27,9999-01-01
32169,d007,1994-11-16,9999-01-01
32170,d004,1990-06-21,2001-01-21
32171,d004,1994-06-06,9999-01-01
32172,d007,1996-10-16,9999-01-01
32173,d002,1999-09-22,9999-01-01
32174,d005,1991-01-27,9999-01-01
32175,d009,1989-01-12,9999-01-01
32176,d005,1994-12-02,9999-01-01
32177,d001,2002-05-07,9999-01-01
32177,d003,1996-12-11,2002-05-07
32178,d007,1999-05-17,9999-01-01
