emp_no,salary,from_date,to_date
43696,40000,1998-04-22,1999-04-22
43697,80085,1996-08-22,1997-08-22
43698,54363,1990-05-30,1991-05-30
43699,40000,1989-08-22,1990-08-22
43700,40000,1988-05-10,1989-05-10
43701,48158,1993-10-03,1994-10-03
43702,40000,1989-06-03,1990-06-03
43703,112193,1995-09-26,1996-09-25
43704,64860,1994-10-06,1995-10-06
43705,46616,1990-03-11,1991-03-11
43706,40000,1999-03-13,1999-10-18
43707,63262,1996-11-06,1997-11-06
43708,78503,1986-08-26,1987-08-26
43709,98736,1997-06-20,1998-06-20
43710,88704,1994-10-03,1995-10-03
43711,40000,1995-06-26,1996-06-25
43712,43074,1985-06-18,1986-06-18
43713,49743,1995-03-08,1996-03-07
43714,54915,1990-06-10,1991-06-10
43715,54674,1988-09-03,1989-09-03
43716,96835,1989-11-06,1990-11-06
43717,62288,1985-08-26,1986-08-26
43718,83717,1985-10-02,1986-10-02
43719,40000,1996-09-14,1997-09-14
43720,44238,1991-08-08,1992-08-07
43721,41497,1986-09-15,1987-09-15
43722,75830,1999-06-28,2000-06-27
43723,40000,1990-12-15,1991-12-15
43724,40000,1997-01-01,1998-01-01
43725,49047,1988-06-05,1989-06-05
43726,74099,1995-09-03,1996-09-02
43727,40000,1994-10-30,1995-10-29
43728,70167,1988-06-02,1989-06-02
43729,40000,1997-11-18,1998-11-18
43730,47964,1996-06-21,1997-06-21
43731,59109,1995-08-17,1996-08-16
43732,80474,1992-09-11,1993-09-11
43733,40000,1993-12-31,1994-12-31
43734,47680,1992-12-22,1993-12-22
43735,40000,1986-06-21,1987-06-21
43736,73865,1996-03-19,1997-03-19
43737,62498,1993-05-04,1994-05-04
43738,40000,1999-03-16,2000-03-15
43739,49936,1996-10-05,1997-10-05
43740,40000,1996-01-09,1997-01-08
43741,86974,1985-11-19,1986-11-19
43742,40000,1988-03-13,1989-03-13
43743,62238,1986-03-12,1987-03-12
43744,47804,1992-07-12,1993-07-12
43745,94985,1993-11-10,1994-11-10
43746,40000,1991-05-25,1992-05-24
43747,41569,1986-12-03,1987-12-03
43748,72833,1996-08-31,1997-08-31
43749,75309,1985-05-16,1986-05-16
43750,40000,1993-10-08,1994-10-08
43751,61787,1990-07-13,1991-07-13
43752,40000,1988-04-17,1989-04-17
43753,50379,1998-09-23,1999-09-23
43754,53293,1997-05-08,1998-05-08
43755,40000,1986-02-23,1987-02-23
43756,66947,1987-10-14,1988-10-13
43757,40000,1992-07-07,1993-07-07
43758,42985,1994-11-17,1995-11-17
43759,42470,1993-06-29,1994-06-29
43760,51323,1999-07-23,2000-07-22
43761,53529,1990-11-07,1991-11-07
43762,64128,1993-03-29,1994-03-29
43763,61584,1999-09-21,2000-09-19
43764,40000,1994-02-23,1995-02-23
43765,47172,1992-08-30,1993-08-30
43766,86316,1988-05-01,1989-05-01
43767,42965,1996-07-18,1997-07-18
43768,46908,1995-02-09,1996-02-09
43769,40000,1998-09-02,1999-09-02
43770,40000,1998-09-04,1999-09-04
43771,62869,1999-07-30,2000-07-29
43772,40000,1997-10-02,1998-10-02
43773,55882,1989-05-16,1990-05-16
43774,46288,1999-12-19,2000-12-18
43775,70439,1989-10-27,1990-10-27
43776,44288,1994-01-26,1995-01-26
43777,40000,1997-06-23,1998-06-23
43778,66097,1991-02-12,1992-02-12
43779,49107,1997-11-28,1998-01-27
43780,59728,1996-11-17,1997-11-17
43781,40000,1998-03-31,1999-03-31
43782,41065,1995-02-18,1996-02-18
43783,50026,1990-01-07,1991-01-07
43784,56313,1996-04-22,1997-04-22
43785,40000,1991-07-27,1992-07-26
43786,48293,1994-05-22,1995-05-22
43787,40000,1985-06-06,1986-06-06
43788,76278,1988-03-28,1989-03-28
43789,45751,1999-12-24,2000-12-23
43790,42022,1990-04-04,1991-04-03
43791,51380,1999-04-04,2000-04-03
43792,63576,1987-03-25,1988-03-24
43793,40000,1992-06-19,1993-06-19
43794,85481,1991-05-01,1992-04-30
43795,40000,1990-04-24,1991-02-02
43796,44039,1995-10-02,1996-10-01
43797,53911,1989-09-07,1990-09-07
43798,78681,1987-06-30,1988-06-29
43799,40000,1992-11-06,1993-11-06
43800,48947,1992-04-24,1993-04-24
43801,74988,1987-01-15,1988-01-15
43802,68619,1989-04-28,1990-04-28
43803,40000,1992-09-30,1993-09-30
43804,62953,1988-02-10,1989-02-09
43805,40000,1993-04-11,1994-04-11
43806,40000,1988-01-13,1989-01-12
43807,51163,1987-10-10,1988-10-09
43808,45735,1995-06-14,1996-06-13
43809,74029,1993-04-20,1994-04-20
43810,40000,1986-04-01,1987-04-01
43811,75346,1988-09-02,1989-09-02
43812,52070,1996-02-01,1997-01-31
43813,44094,1985-07-03,1986-07-03
43814,59131,1998-07-02,1999-07-02
43815,93043,1992-04-04,1993-04-04
43816,44911,1988-11-29,1989-11-29
43817,40000,1990-03-23,1991-03-23
43818,76654,1993-02-08,1994-02-08
43819,40000,1990-01-19,1991-01-19
43820,40000,1994-04-26,1995-04-26
43821,40000,1992-11-10,1993-11-10
43822,66502,1993-08-02,1994-08-02
43823,49087,1985-10-21,1986-10-21
43824,53279,1991-07-16,1992-07-15
43825,40000,1991-10-20,1992-10-19
43826,81785,1988-05-13,1989-05-13
43827,56942,1992-11-12,1993-11-12
43828,40000,1985-12-28,1986-12-28
43829,45090,1993-07-10,1994-07-10
43830,53017,1996-10-09,1997-10-09
43831,40000,1992-07-27,1993-07-27
43832,52622,1995-06-28,1996-06-27
43833,68656,1999-04-06,2000-04-05
43834,68846,1997-10-03,1998-10-03
43835,75611,1992-08-05,1993-08-05
43836,56752,1997-09-01,1998-09-01
43837,54237,1995-01-08,1996-01-08
43838,56980,1994-11-06,1995-11-06
43839,40000,1999-11-22,2000-11-21
43840,40000,1985-08-21,1986-08-21
43841,48310,1989-02-15,1990-02-15
43842,40000,1987-01-30,1988-01-30
43843,74535,1995-11-15,1996-11-14
43844,40000,1995-03-12,1996-03-11
43845,40000,1999-04-01,2000-03-31
43846,56980,1990-07-24,1991-07-24
43847,58249,1987-05-27,1988-05-26
43848,40000,1999-05-26,2000-05-25
43849,55659,1993-06-24,1994-06-24
43850,42064,1994-04-07,1995-04-07
43851,40000,1995-08-25,1996-08-24
43852,40000,1990-05-20,1991-05-20
43853,40000,1988-02-08,1989-02-07
43854,47416,1991-08-01,1992-07-31
43855,58134,1990-12-31,1991-12-31
43856,40000,1988-08-25,1989-08-25
43857,40000,1987-09-28,1988-09-27
43858,86960,1985-09-12,1986-09-12
43859,48903,1985-12-21,1986-12-21
43860,42438,1996-12-14,1997-12-14
43861,40000,1991-10-22,1992-10-21
43862,71119,1992-09-04,1993-09-04
43863,54108,1994-09-03,1995-09-03
43864,40000,1998-12-31,1999-12-31
43865,40000,1994-09-20,1995-09-20
43866,53214,1990-08-18,1991-08-18
43867,69955,1991-04-08,1992-04-07
43868,41300,1992-12-07,1993-12-07
43869,53794,1990-09-05,1991-09-05
43870,47138,1996-09-10,1997-09-10
43871,43717,1986-11-22,1987-11-22
43872,68241,1985-07-13,1986-07-13
43873,40000,1992-10-12,1993-10-12
43874,91612,1991-02-15,1992-02-15
43875,42932,1998-09-16,1999-09-16
43876,40000,1990-06-15,1991-06-15
43877,48996,1989-12-20,1990-12-20
43878,40000,1988-10-19,1989-10-19
43879,57805,1997-01-14,1998-01-14
43880,41654,1997-11-04,1998-11-04
43881,63132,1999-05-25,2000-05-24
43882,40000,1993-11-12,1994-11-12
43883,40000,1986-01-23,1987-01-23
43884,68950,1987-09-02,1988-09-01
43885,73599,1996-01-01,1996-12-31
43886,54407,1992-02-10,1992-10-02
43887,40000,1991-03-11,1992-03-10
43888,86714,1985-12-24,1986-12-24
43889,54414,1985-05-22,1985-09-19
43890,40000,1993-10-24,1994-10-24
43891,89545,1986-02-04,1987-02-04
43892,60860,1986-04-05,1987-04-05
43893,42739,1985-09-12,1986-09-12
43894,47079,1991-07-28,1992-07-27
43895,40000,1990-02-24,1991-02-24
43896,43923,1997-07-10,1998-07-10
43897,63681,1998-09-14,1999-09-14
43898,40000,1993-06-26,1994-06-26
43899,64785,1997-06-13,1998-06-13
43900,52400,1991-09-11,1992-09-10
43901,57037,1995-04-19,1996-04-18
43902,59464,1996-10-06,1997-08-18
43903,40000,1996-07-09,1997-07-09
43904,57825,1995-01-18,1996-01-18
43905,61314,1995-06-10,1996-06-09
43906,58493,1990-05-25,1991-05-25
43907,65325,1990-07-20,1991-07-20
43908,66606,1992-04-07,1993-04-07
43909,40000,1992-10-13,1993-10-13
43910,40000,1993-01-21,1994-01-21
43911,40000,1996-04-23,1997-04-23
43912,52939,1996-08-21,1997-08-21
43913,61682,1989-07-11,1990-07-11
43914,42256,1998-11-29,1999-11-29
43915,40000,1990-12-05,1991-12-05
43916,45902,1991-07-17,1992-07-16
43917,44647,1997-05-13,1998-05-13
43918,40000,1999-02-27,2000-02-27
43919,51523,1989-04-10,1990-04-10
43920,65104,1986-02-23,1987-02-23
43921,40000,1996-03-29,1997-03-29
43922,51119,1996-07-14,1997-07-14
43923,40000,1986-02-07,1987-02-07
43924,40000,1992-09-19,1993-09-19
43925,70266,1998-01-09,1999-01-09
43926,40000,1988-01-26,1989-01-25
43927,75769,1991-01-01,1992-01-01
43928,40000,1988-06-18,1989-06-18
43929,64691,1998-07-07,1999-07-07
43930,40000,1988-05-27,1989-05-27
43931,43534,1990-10-26,1991-10-26
43932,42100,1987-02-13,1988-02-13
43933,49153,1991-12-17,1992-12-16
43934,71631,1987-01-07,1988-01-07
43935,56938,1998-07-05,1999-07-05
43936,54769,1988-12-09,1989-12-09
43937,47080,1988-08-22,1989-08-22
43938,64802,1997-07-01,1998-07-01
43939,40000,1994-04-29,1995-04-29
43940,40000,1987-09-18,1988-09-17
43941,84332,1987-06-16,1988-06-15
43942,40000,1985-10-11,1986-10-11
43943,57110,1989-10-08,1990-10-08
43944,73184,1994-09-23,1995-09-23
43945,68312,1991-11-18,1992-11-17
43946,40000,1986-11-23,1987-11-23
43947,48793,1997-01-06,1997-03-04
43948,50318,1987-06-12,1988-06-11
43949,40000,1999-07-02,2000-07-01
43950,54069,1991-07-17,1992-07-16
43951,80671,1986-06-22,1987-06-22
43952,41071,1999-09-04,2000-09-03
43953,40000,1997-01-31,1998-01-31
43954,83276,1993-12-12,1994-12-12
43955,40000,1987-07-14,1988-07-13
43956,40000,1995-10-06,1996-10-05
43957,60441,1995-03-02,1996-03-01
43958,40000,1987-03-16,1988-03-15
43959,40000,1987-12-26,1988-12-25
43960,40000,1993-01-27,1994-01-27
43961,77966,1993-04-26,1994-04-26
43962,40000,1995-05-07,1996-05-06
43963,58732,1985-04-01,1986-04-01
43964,55588,1995-08-17,1996-08-16
43965,71933,1989-08-07,1990-08-07
43966,40000,1988-09-28,1989-09-28
43967,57816,1993-03-24,1994-03-24
43968,62360,1991-05-16,1992-05-15
43969,40000,1985-02-02,1986-02-02
43970,61868,1985-06-04,1986-06-04
43971,42200,1991-09-10,1992-09-09
43972,40000,1996-11-11,1997-11-11
43973,89634,1987-02-20,1988-02-20
43974,40000,1996-01-17,1997-01-16
43975,40000,1985-12-28,1986-12-28
43976,40237,1985-08-24,1986-08-24
43977,46755,1997-09-01,1998-09-01
43978,40000,1989-01-14,1990-01-14
43979,40000,1998-04-21,1999-04-21
43980,53367,1990-08-30,1991-08-30
43981,40000,1990-11-14,1991-11-14
43982,66224,1995-05-17,1996-05-16
43983,43404,1987-11-29,1988-11-28
43984,55122,1986-06-13,1987-06-13
43985,40930,1997-08-30,1998-08-30
43986,66436,1989-01-30,1990-01-30
43987,47551,1991-08-15,1992-08-14
43988,68934,1988-08-09,1989-08-09
43989,48355,1992-09-04,1993-09-04
43990,40000,1995-04-28,1996-04-27
43991,46734,1987-02-03,1988-02-03
43992,40000,1991-05-07,1992-05-06
43993,40000,1987-09-25,1988-09-24
43994,63332,1992-04-24,1993-04-24
43995,44325,1990-10-12,1991-10-12
43996,57941,1988-06-24,1989-06-24
43997,40000,1994-07-29,1995-07-29
43998,41258,1991-12-08,1992-12-07
43999,42769,1989-02-12,1990-02-12
44000,81211,1989-03-28,1990-03-28
44001,40000,1998-03-03,1999-03-03
44002,40000,1996-02-08,1997-02-07
44003,60229,1990-11-27,1991-11-27
44004,40000,1997-10-21,1998-10-21
44005,70300,1995-11-18,1996-11-17
44006,57931,1987-05-19,1988-05-18
44007,52245,1990-12-11,1991-12-11
44008,40000,1999-04-03,2000-04-02
44009,41851,1986-10-07,1987-10-07
44010,43500,1997-04-25,1998-04-25
44011,45086,1989-10-23,1990-10-23
44012,63352,1994-10-14,1995-10-14
44013,47854,1989-07-21,1990-07-21
44014,40000,1995-04-16,1996-04-15
44015,48015,1996-11-24,1997-11-24
44016,81076,1995-11-25,1996-11-24
44017,44114,1992-02-03,1993-02-02
44018,40000,1993-05-10,1994-05-10
44019,45873,1994-01-23,1995-01-23
44020,61450,1995-02-28,1996-02-28
44021,71104,1999-09-03,1999-10-20
44022,40000,1999-09-23,2000-09-22
44023,40000,1989-10-18,1990-10-18
44024,51692,1995-08-29,1996-08-28
44025,63112,1989-03-08,1990-03-08
44026,40000,1989-03-06,1990-03-06
44027,67624,1994-04-24,1995-04-24
44028,71826,1992-02-26,1993-02-25
44029,53110,1985-12-24,1986-12-24
44030,68379,1988-05-10,1989-05-10
44031,58843,1998-11-17,1999-04-22
44032,40000,1999-04-01,2000-03-31
44033,63379,1995-04-06,1996-04-04
44034,45448,1997-09-25,1998-09-25
44035,47856,1993-06-23,1994-06-23
44036,40000,1990-06-13,1991-06-13
44037,45234,1999-11-23,2000-11-22
44038,40000,1989-03-26,1990-03-26
44039,40341,1990-02-09,1991-02-09
44040,51852,1997-04-13,1998-04-13
44041,53278,1986-12-04,1987-12-04
44042,64759,1995-03-04,1996-03-03
44043,57653,1995-03-10,1996-03-09
44044,40000,1998-12-10,1999-12-10
44045,51596,1990-06-06,1991-06-06
44046,40000,1999-05-26,1999-09-03
44047,40000,1997-12-31,1998-12-31
44048,68359,1995-12-20,1996-12-19
44049,65214,1989-01-03,1990-01-03
44050,47340,1990-10-03,1991-10-03
44051,40000,1998-07-16,1999-07-16
44052,70226,1985-09-21,1986-09-21
44053,40000,1996-12-15,1997-12-15
44054,40000,1997-02-09,1998-02-09
44055,40000,1992-01-16,1993-01-15
44056,53848,1993-02-22,1994-02-22
44057,40000,1994-01-02,1995-01-02
44058,40000,1985-05-01,1986-05-01
44059,53778,1989-01-28,1990-01-28
44060,40000,1997-06-07,1998-06-07
44061,62926,1999-09-21,2000-09-20
44062,87288,1993-05-24,1994-05-24
44063,77758,1994-05-21,1995-05-21
44064,40000,1988-10-01,1989-10-01
44065,40000,1989-10-01,1990-10-01
44066,40000,1985-10-28,1986-10-28
44067,59532,1994-07-29,1995-07-29
44068,40000,1989-01-24,1990-01-24
44069,48754,1992-07-18,1993-07-18
44070,71639,1992-04-20,1993-04-20
44071,40000,1994-04-29,1995-04-29
44072,40000,1997-07-26,1998-07-26
44073,41063,1986-10-07,1987-10-07
44074,47758,1992-01-13,1993-01-12
44075,59925,1993-01-17,1994-01-17
44076,65481,1993-10-16,1994-10-16
44077,40000,1991-02-15,1992-02-15
44078,69115,1988-01-04,1989-01-03
44079,49380,1988-10-26,1989-10-26
44080,40958,1990-10-21,1991-10-21
44081,40000,1985-07-01,1986-07-01
44082,40000,1995-10-06,1996-10-05
44083,78858,1988-12-26,1989-12-26
44084,42043,1991-05-13,1992-05-12
44085,68906,1993-11-24,1994-11-24
44086,64042,1995-09-02,1996-09-01
44087,40000,1986-12-24,1987-12-24
44088,40000,1996-11-06,1997-11-06
44089,96403,1992-04-14,1993-04-14
44090,63593,1991-01-19,1992-01-19
44091,44990,1992-10-31,1993-10-31
44092,46025,1992-04-09,1993-04-09
44093,59168,1991-04-29,1992-04-28
44094,40000,1996-08-24,1997-08-24
44095,40000,1985-05-11,1986-05-11
44096,40000,1995-04-21,1996-04-20
44097,60923,1986-10-28,1987-10-28
44098,55018,1998-01-04,1999-01-04
44099,47876,1987-02-28,1988-02-28
44100,46098,1988-08-02,1989-08-02
44101,51329,1988-02-12,1989-02-11
44102,55191,1997-07-13,1998-07-13
44103,64491,1999-06-05,2000-06-04
44104,51187,1992-01-30,1993-01-29
44105,52295,1987-06-29,1988-06-28
44106,42502,1986-07-24,1987-07-24
44107,40000,1997-01-13,1998-01-13
44108,67103,1996-03-26,1997-03-26
44109,40000,1991-09-18,1992-09-17
44110,40000,1986-02-03,1987-02-03
44111,49351,1985-07-23,1986-07-23
44112,41030,1992-03-16,1993-03-16
44113,61881,1989-09-27,1990-09-27
44114,40000,1995-01-23,1996-01-23
44115,43537,1995-08-11,1996-08-10
44116,47161,1997-02-15,1998-02-15
44117,45411,1999-01-23,2000-01-23
44118,44365,1991-01-15,1992-01-15
44119,58797,1986-06-17,1987-06-17
44120,50261,1995-08-11,1996-08-10
44121,40000,1991-06-16,1992-06-15
44122,40000,1992-08-16,1993-08-16
44123,40000,1994-10-31,1995-10-31
44124,40000,1998-05-26,1999-05-26
44125,70912,1987-07-04,1988-07-03
44126,50836,1991-04-05,1992-04-04
44127,40000,1996-10-22,1997-10-22
44128,66528,1995-01-01,1996-01-01
44129,55531,1993-01-05,1994-01-05
44130,40000,1997-08-13,1998-08-13
44131,62455,1999-11-18,2000-11-17
44132,65853,1994-08-22,1995-08-22
44133,45497,1994-04-20,1995-04-20
44134,63363,1993-11-25,1994-11-25
44135,40000,1994-08-02,1995-08-02
44136,47170,1988-09-05,1989-09-05
44137,70090,1998-05-12,1999-05-12
44138,40000,1993-08-19,1994-08-19
44139,75370,1989-09-08,1990-09-08
44140,43334,1997-11-29,1998-11-29
44141,40000,1998-02-18,1999-02-18
44142,60965,1989-06-30,1990-06-30
44143,61388,1987-04-28,1988-04-27
44144,65210,1994-11-01,1995-11-01
44145,70163,1987-06-06,1988-06-05
44146,40000,1997-12-10,1998-12-10
44147,40000,1999-09-02,2000-09-01
44148,40000,1988-12-06,1989-12-06
44149,43017,1994-08-06,1995-08-06
44150,41543,1990-12-08,1991-12-08
44151,40000,1986-04-06,1987-04-06
44152,40000,1997-09-08,1998-09-08
44153,40047,1998-08-30,1999-08-30
44154,61460,1996-03-17,1997-03-17
44155,48479,1996-07-12,1997-07-12
44156,70242,1991-09-04,1992-09-03
44157,77887,1986-06-28,1987-06-28
44158,46507,1992-01-09,1993-01-08
44159,80781,1990-03-14,1991-03-14
44160,65925,1999-07-21,2000-07-20
44161,40000,1999-06-21,2000-06-20
44162,46673,1985-12-16,1986-12-16
44163,40000,1988-09-22,1989-09-22
44164,40000,1997-05-09,1998-05-09
44165,40000,1988-06-23,1989-06-23
44166,57589,1999-12-17,2000-12-16
44167,40000,1989-06-13,1990-06-13
44168,47290,1996-08-17,1997-08-17
44169,52500,1990-12-03,1991-12-03
44170,59097,1985-02-04,1986-02-04
44171,40000,1994-12-26,1995-12-26
44172,77679,1992-06-10,1993-06-10
44173,81822,1999-05-31,2000-05-30
44174,40000,1999-11-29,2000-11-28
44175,45326,1989-03-02,1990-03-02
44176,41148,1985-02-24,1986-02-24
44177,40000,1986-12-09,1987-12-09
44178,90146,1985-07-06,1986-07-06
44179,72893,1991-12-25,1992-12-24
44180,59997,1989-03-30,1990-03-30
44181,56949,1989-05-09,1990-05-09
44182,69683,1998-07-19,1999-07-19
44183,46114,1995-02-05,1996-02-05
44184,40000,1988-03-01,1989-03-01
44185,50142,1991-11-04,1992-11-03
44186,61738,1985-06-22,1986-06-22
44187,40000,1996-01-13,1997-01-12
44188,127238,1991-03-16,1992-03-15
44189,59748,1997-01-27,1998-01-27
44190,60827,1997-03-17,1998-03-17
44191,40000,1998-05-19,1999-05-19
44192,49646,1992-02-07,1993-02-06
44193,40000,1999-01-03,2000-01-03
44194,40000,1998-05-28,1999-05-28
44195,40000,1987-06-03,1988-06-02
44196,57844,1993-11-20,1994-11-20
44197,40000,1987-09-11,1988-09-10
44198,71567,1989-02-02,1990-02-02
44199,62272,1999-12-22,2000-12-21
44200,54637,1985-11-12,1986-11-12
44201,60772,1991-12-20,1992-08-02
44202,47103,1999-04-10,2000-04-09
44203,93279,1989-09-18,1990-09-18
44204,44094,1991-05-16,1992-05-15
44205,40000,1993-08-02,1994-08-02
44206,68984,1988-08-05,1989-08-05
44207,61770,1998-11-26,1999-11-26
44208,59486,1999-02-14,2000-02-14
44209,52783,1993-03-20,1994-03-20
44210,68175,1998-08-11,1999-08-11
44211,64026,1990-03-17,1991-03-17
44212,69050,1991-07-01,1992-06-30
44213,40000,1985-10-08,1986-10-08
44214,54891,1999-09-19,2000-09-18
44215,40000,1992-05-07,1993-05-07
44216,52431,1995-01-29,1996-01-29
44217,64272,1999-08-01,2000-07-31
44218,79775,1987-12-14,1988-12-13
44219,40000,1991-04-25,1992-04-24
44220,60657,1987-03-08,1988-03-07
44221,41503,1991-06-19,1992-06-18
44222,73564,1999-03-02,2000-03-01
44223,40000,1994-04-06,1995-04-06
44224,40000,1986-10-22,1987-10-22
44225,40000,1991-11-20,1992-11-19
44226,72497,1999-03-14,2000-03-13
44227,40000,1991-07-24,1992-07-23
44228,54782,1999-09-26,2000-09-25
44229,52310,1987-06-09,1988-06-08
44230,40000,1998-07-21,1999-07-21
44231,88402,1993-01-28,1994-01-28
44232,40000,1999-12-29,2000-02-27
44233,42616,1985-04-12,1986-04-12
44234,46144,1999-03-14,2000-03-13
44235,40000,1998-07-13,1999-07-13
44236,40000,1998-12-09,1999-12-09
44237,40000,1987-05-25,1988-05-24
44238,40000,1998-10-25,1999-10-25
44239,40000,1997-08-26,1998-08-26
44240,44513,1988-09-06,1989-09-06
44241,64660,1985-06-20,1986-06-20
44242,40000,1989-07-05,1990-07-05
44243,40000,1999-11-10,2000-11-09
44244,65178,1988-04-05,1989-04-05
44245,78451,1995-07-03,1996-07-02
44246,78564,1998-10-24,1999-01-03
44247,57855,1994-07-17,1995-07-17
44248,40000,1994-04-22,1995-04-22
44249,40000,1989-09-20,1990-09-20
44250,58958,1995-03-04,1996-03-03
44251,41526,1987-03-03,1988-03-02
44252,73313,1992-07-02,1993-07-02
44253,66313,1996-10-21,1997-10-21
44254,90456,1998-08-29,1999-08-29
44255,56302,1988-03-30,1989-03-30
44256,40000,1987-03-01,1988-02-29
44257,66910,1995-05-07,1996-05-06
44258,57508,1989-12-31,1990-12-31
44259,40000,1996-07-08,1997-07-08
44260,47844,1988-10-10,1989-10-10
44261,40000,1994-02-16,1994-05-12
44262,56245,1987-04-01,1988-03-31
44263,56680,1999-12-19,2000-12-18
44264,50671,1988-01-28,1989-01-27
44265,52444,1997-01-30,1998-01-30
44266,40228,1989-08-15,1990-08-15
44267,51314,1997-10-17,1998-10-17
44268,47465,1990-07-18,1991-07-18
44269,43818,1999-09-26,2000-09-25
44270,40000,1997-02-05,1998-02-05
44271,44150,1994-02-17,1995-02-17
44272,40000,1991-11-28,1992-11-27
44273,40000,1988-07-18,1989-07-18
44274,50069,1992-05-04,1993-05-04
44275,60739,1994-01-30,1995-01-30
44276,40000,1988-02-27,1989-02-26
44277,71947,1998-10-22,1999-10-22
44278,48941,1998-05-28,1999-05-28
44279,44154,1990-08-07,1991-08-07
44280,88655,1998-03-16,1999-03-16
44281,48970,1986-09-07,1987-09-07
44282,63790,1991-07-17,1992-07-16
